Class Name;ATFD;CBO;DAC;DIT;LCOM;MPC;NCSS;NOAC;NOAM;NOA;SIZE2;NOC;NOM;NOO;NOOM;NOPA;RFC;TCC;WOC;WMC
com.amaze.filemanager.ui.views.Indicator;0;10;8;2;3;1;272;0;23;216;713;0;28;670;2;0;89;0.2067;1.0;72
com.amaze.filemanager.ui.views.Indicator.LeftwardStartPredicate;0;3;0;2;1;1;2;0;1;1;17;0;2;16;0;0;3;0.0;1.0;2
com.amaze.filemanager.ui.views.Indicator.PendingRetreatAnimator;1;6;0;4;0;16;50;0;0;6;80;0;1;86;0;0;16;0.0;0.0;11
com.amaze.filemanager.ui.views.Indicator.PendingRevealAnimator;0;4;0;4;0;8;10;0;0;7;81;0;1;86;0;0;10;0.0;0.0;1
com.amaze.filemanager.ui.views.Indicator.PendingStartAnimator;0;4;1;3;1;3;7;0;1;6;79;2;2;85;0;0;5;0.0;1.0;4
com.amaze.filemanager.ui.views.Indicator.RightwardStartPredicate;0;3;0;2;1;1;2;0;1;1;17;0;2;16;0;0;3;0.0;1.0;2
com.amaze.filemanager.ui.views.Indicator.StartPredicate;0;5;0;1;1;0;1;0;0;1;15;2;2;14;0;0;2;0.0;0.0;2
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout;0;3;3;4;1;37;49;1;2;203;891;0;9;895;4;0;34;0.7333;0.8333;15
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.OnInsetsCallback;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
com.amaze.filemanager.ui.views.ThemedImageButton;0;1;0;5;2;5;6;0;0;168;729;0;5;734;2;0;10;0.0;1.0;5
com.amaze.filemanager.ui.views.ThemedImageView;1;3;0;4;1;12;18;0;1;168;724;1;4;729;0;0;12;0.0;1.0;10
com.amaze.filemanager.ui.views.ThemedTextView;2;4;0;4;1;12;8;0;1;173;1012;0;2;1015;0;0;7;0.0;1.0;5
com.amaze.filemanager.ui.views.WarnableTextInputLayout;1;4;0;5;1;12;16;0;2;279;1219;0;4;1147;1;0;10;0.3333;1.0;6
com.amaze.filemanager.ui.views.WarnableTextInputValidator;0;9;5;2;1;0;41;0;5;7;35;N/A;7;28;1;0;19;0.2667;1.0;13
com.amaze.filemanager.ui.views.WarnableTextInputValidator.OnTextValidate;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
com.amaze.filemanager.ui.views.WarnableTextInputValidator.ReturnState;0;5;0;1;0;0;4;0;0;5;19;0;2;14;0;2;2;0.0;0.0;2
com.amaze.filemanager.ui.views.appbar.AppBar;3;13;4;1;4;10;20;4;6;5;24;0;7;19;0;0;18;0.2;0.3333;11
com.amaze.filemanager.ui.views.appbar.BottomBar;1;24;13;1;2;152;261;1;15;23;52;0;16;29;0;0;89;0.2762;0.9333;52
com.amaze.filemanager.ui.views.appbar.SearchView;0;6;5;1;1;47;60;1;4;7;24;0;5;17;0;0;30;0.8333;0.75;8
com.amaze.filemanager.ui.views.appbar.SearchView.SearchListener;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
com.amaze.filemanager.ui.views.drawer.ActionViewStateManager;0;1;1;1;1;5;13;0;2;3;18;0;3;15;0;0;5;1.0;1.0;6
com.amaze.filemanager.ui.views.drawer.CustomNavigationView;0;2;1;6;1;5;39;1;5;194;953;0;10;947;4;0;21;0.4444;0.8889;16
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.SavedState;0;1;1;3;1;5;7;0;0;7;29;0;3;27;1;0;8;0.0;1.0;3
com.amaze.filemanager.ui.views.drawer.Drawer;2;48;15;1;4;296;400;7;35;30;79;0;36;49;0;0;200;0.2185;0.8;131
com.amaze.filemanager.ui.views.drawer.MenuMetadata;0;2;2;1;0;0;6;0;0;5;19;N/A;2;14;0;3;2;0.0;0.0;2
com.amaze.filemanager.ui.views.drawer.MenuMetadata.OnClickListener;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
com.amaze.filemanager.utils.Billing;0;5;1;1;1;1;1;0;1;1;15;0;2;14;0;0;3;0.0;1.0;2
com.amaze.filemanager.utils.DataUtils;0;25;6;1;4;48;201;8;43;13;69;0;44;56;0;0;76;0.1262;0.814;104
com.amaze.filemanager.utils.DataUtils.DataChangeListener;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
com.amaze.filemanager.utils.DataUtils.DataUtilsHolder;0;1;1;1;0;0;0;0;0;1;13;0;0;12;0;0;1;0.0;0.0;0
com.amaze.filemanager.utils.EditTextColorStateUtil;4;4;0;1;1;5;21;0;2;0;14;0;2;14;0;0;6;0.0;1.0;5
com.amaze.filemanager.utils.FingerprintHandler;3;2;4;2;4;6;13;0;1;4;27;0;6;23;4;0;12;0.1;1.0;7
com.amaze.filemanager.utils.GlideConstants;0;2;0;1;0;0;0;0;0;2;14;0;0;12;0;0;0;0.0;0.0;0
com.amaze.filemanager.utils.ImmutableEntry;0;0;2;1;3;0;5;2;3;2;23;0;4;25;0;0;5;0.0;0.3333;4
com.amaze.filemanager.utils.InterestingConfigChange;2;1;1;1;1;3;6;0;2;2;16;0;2;14;0;0;6;1.0;1.0;3
com.amaze.filemanager.utils.LruBitmapCache;0;1;0;2;4;8;7;0;3;0;39;0;6;39;1;0;12;0.0;1.0;6
com.amaze.filemanager.utils.MainActivityHelper;11;50;5;1;3;213;337;0;20;6;39;0;21;33;0;1;138;0.4474;1.0;97
com.amaze.filemanager.utils.ObtainableServiceBinder;0;5;1;2;1;0;2;1;1;9;38;0;2;49;0;0;2;0.0;0.0;2
com.amaze.filemanager.utils.ProgressHandler;0;15;2;1;5;1;18;12;14;7;34;0;15;27;0;0;16;0.1209;0.1429;16
com.amaze.filemanager.utils.ProgressHandler.ProgressListener;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
com.amaze.filemanager.utils.SmbUtil;1;10;1;1;3;55;61;0;5;2;20;0;6;18;0;0;37;0.0;1.0;20
com.amaze.filemanager.utils.SubnetScanner;1;6;7;2;2;43;100;0;5;12;47;0;10;38;4;0;46;0.25;1.0;34
com.amaze.filemanager.utils.SubnetScanner.ScanObserver;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
com.amaze.filemanager.utils.SubnetScanner.Task;1;3;1;1;1;4;8;0;1;1;16;0;2;15;0;0;7;0.0;1.0;5
com.amaze.filemanager.utils.Utils;21;50;1;1;16;115;148;0;25;12;49;0;25;37;0;0;105;0.0233;1.0;57
