Complexity metrics,Wed., 13 Oct. 2021 12:23:24 EDT,,
Method,CogC,ev(G),iv(G),v(G)
com.amaze.filemanager.ui.activities.superclasses.PermissionsActivity.checkStoragePermission(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.PermissionsActivity.isGranted(int[]),1,1,1,2
"com.amaze.filemanager.ui.activities.superclasses.PermissionsActivity.onRequestPermissionsResult(int,String[],int[])",7,1,5,5
"com.amaze.filemanager.ui.activities.superclasses.PermissionsActivity.requestInstallApkPermission(OnPermissionGranted,boolean)",0,1,1,1
"com.amaze.filemanager.ui.activities.superclasses.PermissionsActivity.requestPermission(String,int,MaterialDialog,OnPermissionGranted,boolean)",3,1,3,3
"com.amaze.filemanager.ui.activities.superclasses.PermissionsActivity.requestStoragePermission(OnPermissionGranted,boolean)",0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.PreferenceActivity.getBoolean(String),1,1,1,3
com.amaze.filemanager.ui.activities.superclasses.PreferenceActivity.getCurrentTab(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.PreferenceActivity.getPrefs(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.PreferenceActivity.isRootExplorer(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.PreferenceActivity.onCreate(Bundle),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.getAccent(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.getCurrentColorPreference(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.getPrimary(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.getToolbar(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.initStatusBarResources(View),10,1,8,9
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.onConfigurationChanged(Configuration),1,1,2,2
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.onCreate(Bundle),5,1,5,5
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.onResume(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.restartPC(Activity),1,2,1,2
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.setKitkatStatusBarMargin(View),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.setKitkatStatusBarTint(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity.setTheme(),98,1,40,58
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.afterTextChanged(Editable),15,3,5,7
"com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.beforeTextChanged(CharSequence,int,int,int)",4,1,4,4
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.checkUnsavedChanges(),3,1,4,4
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.cleanSpans(TextEditorActivityViewModel),1,1,2,2
"com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.colorSearchResult(SearchResultIndex,int)",0,1,1,1
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.dismissLoadingSnackbar(),1,1,2,2
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.hideSearchView(),2,1,2,2
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.highlightCurrentSearchResult(TextEditorActivityViewModel),0,1,1,1
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.load(TextEditorActivity),0,1,1,1
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.onBackPressed(),0,1,1,1
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.onClick(View),5,1,3,6
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.onCreate(Bundle),9,2,7,7
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.onCreateOptionsMenu(Menu),0,1,1,1
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.onDestroy(),2,1,3,3
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.onOptionsItemSelected(MenuItem),25,1,9,16
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.onPrepareOptionsMenu(Menu),0,1,1,1
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.onSaveInstanceState(Bundle),0,1,1,1
"com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.onTextChanged(CharSequence,int,int,int)",9,2,4,5
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.revealSearchView(),2,1,2,2
"com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.saveFile(TextEditorActivity,String)",0,1,1,1
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.setReadOnly(),0,1,1,1
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.unhighlightCurrentSearchResult(TextEditorActivityViewModel),1,2,1,2
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity.unhighlightSearchResult(SearchResultIndex),2,1,1,2
"com.amaze.filemanager.ui.colors.ColorPreferenceHelper.correctForIndex(Context,int)",2,2,2,2
"com.amaze.filemanager.ui.colors.ColorPreferenceHelper.correctToNewColorsSystem(Context,SharedPreferences)",0,1,1,1
"com.amaze.filemanager.ui.colors.ColorPreferenceHelper.getColorPreferences(Context,SharedPreferences)",1,1,2,2
"com.amaze.filemanager.ui.colors.ColorPreferenceHelper.getCurrentUserColorPreferences(Context,SharedPreferences)",1,1,2,2
"com.amaze.filemanager.ui.colors.ColorPreferenceHelper.getPrimary(UserColorPreferences,int)",1,1,2,2
com.amaze.filemanager.ui.colors.ColorPreferenceHelper.isUsingOldColorsSystem(SharedPreferences),3,1,1,8
com.amaze.filemanager.ui.colors.ColorPreferenceHelper.randomize(Context),0,1,1,1
"com.amaze.filemanager.ui.colors.ColorPreferenceHelper.saveColorPreferences(SharedPreferences,UserColorPreferences)",0,1,1,1
"com.amaze.filemanager.ui.colors.ColorUtils.colorizeIcons(Context,int,GradientDrawable,int)",1,1,1,9
"com.amaze.filemanager.ui.colors.ColorUtilsTest.doCompare(ColorStateList,GradientDrawable)",0,1,1,1
"com.amaze.filemanager.ui.colors.ColorUtilsTest.doTest(int,int)",0,1,1,1
"com.amaze.filemanager.ui.colors.ColorUtilsTest.doTestGeneric(int,int)",0,1,1,1
com.amaze.filemanager.ui.colors.ColorUtilsTest.testSetColorizeIcons(),0,1,1,1
com.amaze.filemanager.ui.colors.ColorUtilsTest.testSetColorizeIconsGeneric(),0,1,1,1
"com.amaze.filemanager.ui.dialogs.ColorPickerDialog.ColorItemPair.ColorItemPair(Integer,int[])",0,1,1,1
com.amaze.filemanager.ui.dialogs.ColorPickerDialog.SavedState.SavedState(Parcel),0,1,1,1
com.amaze.filemanager.ui.dialogs.ColorPickerDialog.SavedState.SavedState(Parcelable),0,1,1,1
"com.amaze.filemanager.ui.dialogs.ColorPickerDialog.SavedState.writeToParcel(Parcel,int)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.ColorPickerDialog.getColor(int,int)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.ColorPickerDialog.inflateItem(LinearLayout,int,int)",3,1,3,3
"com.amaze.filemanager.ui.dialogs.ColorPickerDialog.newInstance(String,UserColorPreferences,AppTheme)",0,1,1,1
com.amaze.filemanager.ui.dialogs.ColorPickerDialog.onBindDialogView(View),14,1,13,13
com.amaze.filemanager.ui.dialogs.ColorPickerDialog.onCreateDialog(Bundle),0,1,1,1
com.amaze.filemanager.ui.dialogs.ColorPickerDialog.onDialogClosed(boolean),5,1,3,4
"com.amaze.filemanager.ui.dialogs.ColorPickerDialog.select(View,boolean)",0,1,1,1
com.amaze.filemanager.ui.dialogs.ColorPickerDialog.setListener(OnAcceptedConfig),0,1,1,1
com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.SizeFormatter.SizeFormatter(Context),0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.SizeFormatter.getFormattedValue(float,Entry,int,ViewPortHandler)",2,1,3,3
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.deleteFilesDialog(Context,MainActivity,List<LayoutElementParcelable>,AppTheme)",48,1,20,22
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.onSortTypeSelected(MainFragment,SharedPreferences,Set<String>,MaterialDialog,boolean)",6,1,4,4
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.setPermissionsDialog(View,View,HybridFile,String,Context,MainFragment)",7,2,4,4
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showArchiveDialog(File,MainActivity)",3,1,4,4
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showBasicDialog(ThemedActivity,int,int,int,int)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showChangePathsDialog(MainActivity,SharedPreferences)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showCloudDialog(MainActivity,AppTheme,OpenMode)",1,1,1,5
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showCompressDialog(MainActivity,ArrayList<HybridFileParcelable>,String)",8,4,5,6
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showDecryptDialog(Context,MainActivity,Intent,AppTheme,String,DecryptButtonCallbackInterface)",3,1,2,2
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showDecryptFingerprintDialog(Context,MainActivity,Intent,AppTheme,DecryptButtonCallbackInterface)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showEncryptAuthenticateDialog(Context,Intent,MainActivity,AppTheme,EncryptButtonCallbackInterface)",12,5,5,9
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showEncryptWarningDialog(Intent,MainFragment,AppTheme,EncryptButtonCallbackInterface)",4,1,3,3
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showEncryptWithPresetPasswordSaveAsDialog(Context,MainActivity,String,Intent)",7,3,2,5
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showHiddenDialog(DataUtils,SharedPreferences,MainFragment,AppTheme)",2,2,2,3
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showHistoryDialog(DataUtils,SharedPreferences,MainFragment,AppTheme)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showNameDialog(MainActivity,String,String,String,String,String,String,SingleButtonCallback,OnTextValidate)",3,1,4,4
com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showOtgSafExplanationDialog(ThemedActivity),0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showPackageDialog(File,MainActivity)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showPasswordDialog(Context,MainActivity,AppTheme,int,int,SingleButtonCallback,SingleButtonCallback)",4,2,2,3
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showPropertiesDialog(HybridFileParcelable,ThemedActivity,MainFragment,String,boolean,AppTheme,boolean)",41,1,16,22
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showPropertiesDialogForStorage(HybridFileParcelable,MainActivity,AppTheme)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showPropertiesDialogWithPermissions(HybridFileParcelable,String,MainActivity,MainFragment,boolean,AppTheme)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showPropertiesDialogWithoutPermissions(HybridFileParcelable,ThemedActivity,AppTheme)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showSMBHelpDialog(Context,int)",0,1,1,1
com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showSignInWithGoogleDialog(MainActivity),0,1,1,1
"com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.showSortDialog(MainFragment,AppTheme,SharedPreferences)",10,1,4,5
"com.amaze.filemanager.ui.dialogs.RenameBookmark.getInstance(String,String,int)",0,1,1,1
com.amaze.filemanager.ui.dialogs.RenameBookmark.onCreate(Bundle),0,1,1,1
com.amaze.filemanager.ui.dialogs.RenameBookmark.onCreateDialog(Bundle),26,2,10,10
com.amaze.filemanager.ui.dialogs.SmbConnectDialog.createEditTextColorStateList(int),0,1,1,1
"com.amaze.filemanager.ui.dialogs.SmbConnectDialog.createSMBPath(String[],boolean,boolean)",5,1,6,6
com.amaze.filemanager.ui.dialogs.SmbConnectDialog.onCreate(Bundle),0,1,1,1
com.amaze.filemanager.ui.dialogs.SmbConnectDialog.onCreateDialog(Bundle),74,3,31,35
"com.amaze.filemanager.ui.dialogs.SmbConnectDialog.setTint(EditText,int)",3,2,3,4
com.amaze.filemanager.ui.dialogs.SmbSearchDialog.ElementViewHolder.ElementViewHolder(View),0,1,1,1
"com.amaze.filemanager.ui.dialogs.SmbSearchDialog.ListViewAdapter.ListViewAdapter(Context,List<ComputerParcelable>)",0,1,1,1
com.amaze.filemanager.ui.dialogs.SmbSearchDialog.ListViewAdapter.getItemCount(),0,1,1,1
com.amaze.filemanager.ui.dialogs.SmbSearchDialog.ListViewAdapter.getItemId(int),0,1,1,1
com.amaze.filemanager.ui.dialogs.SmbSearchDialog.ListViewAdapter.getItemViewType(int),2,2,1,2
"com.amaze.filemanager.ui.dialogs.SmbSearchDialog.ListViewAdapter.onBindViewHolder(ElementViewHolder,int)",7,2,5,6
"com.amaze.filemanager.ui.dialogs.SmbSearchDialog.ListViewAdapter.onCreateViewHolder(ViewGroup,int)",1,1,1,3
com.amaze.filemanager.ui.dialogs.SmbSearchDialog.dismiss(),1,1,2,2
com.amaze.filemanager.ui.dialogs.SmbSearchDialog.onCreate(Bundle),0,1,1,1
com.amaze.filemanager.ui.dialogs.SmbSearchDialog.onCreateDialog(Bundle),19,2,9,9
"com.amaze.filemanager.ui.dialogs.share.ShareAdapter.ShareAdapter(Context,ArrayList<Intent>,ArrayList<String>,ArrayList<Drawable>)",0,1,1,1
com.amaze.filemanager.ui.dialogs.share.ShareAdapter.ViewHolder.ViewHolder(View),0,1,1,1
com.amaze.filemanager.ui.dialogs.share.ShareAdapter.ViewHolder.render(int),4,1,4,4
com.amaze.filemanager.ui.dialogs.share.ShareAdapter.getItemCount(),0,1,1,1
com.amaze.filemanager.ui.dialogs.share.ShareAdapter.getItemId(int),0,1,1,1
"com.amaze.filemanager.ui.dialogs.share.ShareAdapter.onBindViewHolder(ViewHolder,int)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.share.ShareAdapter.onCreateViewHolder(ViewGroup,int)",0,1,1,1
com.amaze.filemanager.ui.dialogs.share.ShareAdapter.updateMatDialog(MaterialDialog),0,1,1,1
"com.amaze.filemanager.ui.dialogs.share.ShareTask.ShareTask(Activity,ArrayList<Uri>,AppTheme,int)",0,1,1,1
"com.amaze.filemanager.ui.dialogs.share.ShareTask.appInstalledOrNot(String,PackageManager)",1,1,1,2
com.amaze.filemanager.ui.dialogs.share.ShareTask.doInBackground(String...),25,1,8,10
com.amaze.filemanager.ui.dialogs.share.ShareTask.getShareIntentAction(),1,1,1,2
com.amaze.filemanager.ui.dialogs.share.ShareTask.onPostExecute(Void),2,1,2,2
"com.amaze.filemanager.ui.fragments.AppsListFragment.adjustListViewForTv(AppHolder,MainActivity)",3,1,4,4
com.amaze.filemanager.ui.fragments.AppsListFragment.getRecyclerView(),0,1,1,1
com.amaze.filemanager.ui.fragments.AppsListFragment.getSpinner(),0,1,1,1
com.amaze.filemanager.ui.fragments.AppsListFragment.onCreate(Bundle),0,1,1,1
"com.amaze.filemanager.ui.fragments.AppsListFragment.onCreateLoader(int,Bundle)",0,1,1,1
"com.amaze.filemanager.ui.fragments.AppsListFragment.onCreateOptionsMenu(Menu,MenuInflater)",0,1,1,1
"com.amaze.filemanager.ui.fragments.AppsListFragment.onCreateView(LayoutInflater,ViewGroup,Bundle)",0,1,1,1
"com.amaze.filemanager.ui.fragments.AppsListFragment.onLoadFinished(Loader<AppsDataPair>,AppsDataPair)",2,1,2,2
com.amaze.filemanager.ui.fragments.AppsListFragment.onLoaderReset(Loader<AppsDataPair>),0,1,1,1
com.amaze.filemanager.ui.fragments.AppsListFragment.onOptionsItemSelected(MenuItem),1,1,1,4
"com.amaze.filemanager.ui.fragments.AppsListFragment.onViewCreated(View,Bundle)",0,1,1,1
"com.amaze.filemanager.ui.fragments.AppsListFragment.saveAndReload(int,boolean)",0,1,1,1
com.amaze.filemanager.ui.fragments.AppsListFragment.showSortDialog(AppTheme),5,4,1,4
"com.amaze.filemanager.ui.fragments.AppsListFragment.updateViews(MainActivity,UtilitiesProvider)",3,1,3,4
com.amaze.filemanager.ui.fragments.CloudSheetFragment.isCloudProviderAvailable(Context),1,1,1,2
com.amaze.filemanager.ui.fragments.CloudSheetFragment.onClick(View),3,1,2,9
com.amaze.filemanager.ui.fragments.CloudSheetFragment.onCreate(Bundle),0,1,1,1
com.amaze.filemanager.ui.fragments.CloudSheetFragment.onCreateDialog(Bundle),0,1,1,1
"com.amaze.filemanager.ui.fragments.CloudSheetFragment.setupDialog(Dialog,int)",4,1,4,4
com.amaze.filemanager.ui.fragments.CloudSheetFragmentTest.testIsCloudProviderAvailable(),0,1,1,1
com.amaze.filemanager.ui.fragments.DbViewerFragment.onActivityCreated(Bundle),3,1,3,3
"com.amaze.filemanager.ui.fragments.DbViewerFragment.onCreateView(LayoutInflater,ViewGroup,Bundle)",0,1,1,1
com.amaze.filemanager.ui.fragments.DbViewerFragment.onDetach(),0,1,1,1
"com.amaze.filemanager.ui.fragments.MainFragment.addSearchResult(HybridFileParcelable,String)",11,1,6,6
com.amaze.filemanager.ui.fragments.MainFragment.addShortcut(LayoutElementParcelable),1,2,2,2
com.amaze.filemanager.ui.fragments.MainFragment.addTo(HybridFileParcelable),17,3,6,7
"com.amaze.filemanager.ui.fragments.MainFragment.addToSmb(SmbFile[],String,boolean)",20,5,10,12
"com.amaze.filemanager.ui.fragments.MainFragment.adjustListViewForTv(ItemViewHolder,MainActivity)",3,1,4,4
com.amaze.filemanager.ui.fragments.MainFragment.changePath(String),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.computeScroll(),3,1,3,3
com.amaze.filemanager.ui.fragments.MainFragment.disableActionMode(),1,1,2,2
com.amaze.filemanager.ui.fragments.MainFragment.getBackElement(),1,1,2,2
com.amaze.filemanager.ui.fragments.MainFragment.getBoolean(String),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.getCurrentPath(),1,2,2,2
com.amaze.filemanager.ui.fragments.MainFragment.getElementsList(),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.getMainActivity(),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.getMainFragmentViewModel(),2,2,2,2
com.amaze.filemanager.ui.fragments.MainFragment.getPath(),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.getRootDrawable(),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.goBack(),66,2,25,25
com.amaze.filemanager.ui.fragments.MainFragment.goBackItemClick(),24,2,11,11
com.amaze.filemanager.ui.fragments.MainFragment.hide(String),6,1,4,4
com.amaze.filemanager.ui.fragments.MainFragment.home(),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.initNoFileLayout(),10,4,6,6
com.amaze.filemanager.ui.fragments.MainFragment.initTopAndEmptyAreaDragListeners(boolean),2,1,2,2
"com.amaze.filemanager.ui.fragments.MainFragment.launchSMB(HybridFileParcelable,Activity)",10,1,5,5
"com.amaze.filemanager.ui.fragments.MainFragment.loadPathInQ(String,String,OpenMode)",10,5,7,7
com.amaze.filemanager.ui.fragments.MainFragment.loadViews(),12,1,7,7
"com.amaze.filemanager.ui.fragments.MainFragment.loadlist(String,boolean,OpenMode)",12,2,9,11
com.amaze.filemanager.ui.fragments.MainFragment.onCreate(Bundle),0,1,1,1
"com.amaze.filemanager.ui.fragments.MainFragment.onCreateView(LayoutInflater,ViewGroup,Bundle)",0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.onDestroy(),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.onDetach(),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.onGlobalLayout(),10,1,8,8
"com.amaze.filemanager.ui.fragments.MainFragment.onListItemClicked(boolean,int,LayoutElementParcelable,ImageView)",39,1,12,18
com.amaze.filemanager.ui.fragments.MainFragment.onPause(),2,1,3,3
com.amaze.filemanager.ui.fragments.MainFragment.onResume(),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.onSearchCompleted(String),2,1,3,3
com.amaze.filemanager.ui.fragments.MainFragment.onSearchPreExecute(String),0,1,1,1
"com.amaze.filemanager.ui.fragments.MainFragment.onViewCreated(View,Bundle)",13,1,9,9
com.amaze.filemanager.ui.fragments.MainFragment.reauthenticateSmb(),6,1,4,4
"com.amaze.filemanager.ui.fragments.MainFragment.reloadListElements(boolean,boolean,boolean)",47,1,33,33
com.amaze.filemanager.ui.fragments.MainFragment.rename(HybridFileParcelable),6,3,4,5
com.amaze.filemanager.ui.fragments.MainFragment.requireMainActivity(),0,1,1,1
com.amaze.filemanager.ui.fragments.MainFragment.resumeDecryptOperations(),4,1,4,4
com.amaze.filemanager.ui.fragments.MainFragment.returnIntentResults(HybridFileParcelable),2,1,2,2
com.amaze.filemanager.ui.fragments.MainFragment.setGridLayoutSpanSizeLookup(GridLayoutManager),6,2,4,4
"com.amaze.filemanager.ui.fragments.MainFragment.setListElements(ArrayList<LayoutElementParcelable>,boolean,String,OpenMode,boolean,boolean)",2,1,2,2
